tags,text,geo,mentions,hashtags,id,permalink
1,উনিতো একজন এক্সট্রিম লেভেলের দালাল । লীগ সরকার আর ভারত বন্দনা ছাড়া উনি আজ অবধি বাংলাদেশের ছাত্রসমাজের ক্রান্তিকালে কখনো পাশে দাড়াননি যেমনিভাবে ৭১ এর মুক্তিযুদ্ধের সময় যথেষ্ট বয়স হওয়া সত্তেও নিরাপদ গর্তে অবস্থান করায় মুক্তিযুদ্ধাদের পাশে দাড়াননি।,,,,1.10134447874745E+018,https://twitter.com/kabirsbidu/status/1101344478747451392
1,"এই দুজন ছাড়া বিএনপির দ্বায়িত্ব প্রাপ্ত নেতাদের এখনই সড়িয়ে বা ছুটি দিয়ে নতুন বাঘের হাতে দ্বায়িত্ব দিতে হবে। ওরা ব্যার্থ, ""সময়ের পরিক্ষীত দালাল "" ওদের কথায় তৃণমূল জাগবে না। বিরক্ত হয় কষ্ট পায়। pic.twitter.com/qozfDPx2EW",,,,1.10283955385591E+018,https://twitter.com/Fight4bd/status/1102839553855913985
1,এই ব্যাটা ইহুদি মুনাাফিক এর দালাল হিসাবে মুসলমান হয়েছে।রসূল (দঃ) এর শানমান নষ্ট করার জন্য। https://www. facebook.com/10000287070128 2/posts/1799304553508551/ …,,,,1.10296462238081E+018,https://twitter.com/szirizvi/status/1102964622380810241
1,এই শালা আমেরিকান দালাল এই কুকুরকে অবশ্যই গ্রেফতার করা হোক এই একটা খুনি কিছুদিন আগে মাধুরোকে খুন করার জন্য ড্রোন হামলা করা হয়েছিল ভেনেজুয়েলা একাই পথ চলে আসছে বহুদিন ধরে আমেরিকার ধার ধারে না কিন্তু এই জানুয়ার টা দেশকে অশান্তির আগুন লাগায়ছে,,,,1.10251940071918E+018,https://twitter.com/amimulehasan2/status/1102519400719179777
0,এক বছর আগের ভাঙ্গা রেকর্ড। ও একটা দালাল ।,,,,1.1028601891353E+018,https://twitter.com/Fight4bd/status/1102860189135298560
1,"একাত্তরের ঘাতক দালাল নির্মূল কমিটি চট্টগ্রাম জেলার সম্মেলন প্রস্তুতি কমিটি গঠনকল্পে সভা ৫ মার্চ একাত্তরের ঘাতক দালাল নির্মূল কমিটি চট্টগ্রাম জেলার সম্মেলন প্রস্তুতি কমিটি গঠনকল্পে এক সভা আজ ৫ মার্চ, মঙ্গলবার... https://www. facebook.com/67220371946328 7/posts/2676974692319503/ …",,,,1.10258602154647E+018,https://twitter.com/saiffrubel/status/1102586021546467328
1,"এখন ভারতীয় এই পাইলট কে বীর বানানো র জন্য অনেক গল্প ফাঁদবে ভারতীয় রা। আর এইসব ছাপাবে আমাদের কিছু দালাল মিডিয়া। কিন্ত আসল সত্য হলো ভারত এখন বুঝতে পারছে যে, পাকিস্তান...... বাংলাদেশ, নেপাল বা ভুটান না। হাহাহাহাহাহাহাহা। pic.twitter.com/CYbjgdwHku",,,,1.10114744576395E+018,https://twitter.com/Labib25502573/status/1101147445763948545
1,এরা জঙ্গি না। এরা কাশ্মীরের স্বাধীনতা কামী মুক্তি পাগল তরুণ। বাংলাদেশের কিছু দালাল মিডিয়া এদের কে জঙ্গি বলে আখায়িত করছে ভারতকে খুশী করার জন্য। যা সত্য ই দুঃখজনক।,,,,1.10152913326642E+018,https://twitter.com/Labib25502573/status/1101529133266415616
1,এরা মানুষ না আওয়ামিলিগ মানে মুনাফেক চোর ডাকাত ইবলিস সনতান এরা মানুষ নামে জানোয়ার এরা মানুষ হতে পারে নাই হইছে হাচিনার বেসসার দালাল দেশের কলংকো মাদার চোতয়ের বাচচারা,,,,1.10277909700721E+018,https://twitter.com/Hmd649344gmai12/status/1102779097007210496
0,এরা হচ্ছে সময় উপযোগী দালাল । তীব্র নিন্দা ও প্রতিবাদ জানাই । https://www. youtube.com/attribution_li nk?a=dHmmMd6K67o&u=%2Fwatch%3Fv%3D1QKZE8f4D2Y%26feature%3Dshare …,,,,1.10292367206559E+018,https://twitter.com/maksud0070/status/1102923672065593344
1,এরা হলো পাকিস্তান এর দালাল .... https://www. facebook.com/10000250777085 3/posts/2068977943195778/ …,,,,1.10206817853917E+018,https://twitter.com/jayantaparbat/status/1102068178539167744
1,কংগ্রেসে অনেক মুকস পড়া দালাল আছে ওদের জন্য 100 টাকা টা 15 টাকাতে পৌঁছায়. https:// twitter.com/BJP4Bengal/sta tus/1102547135785037825 …,,,,1.10274765970453E+018,https://twitter.com/DEBUDAS85547911/status/1102747659704532992
0,কবি নজরুল ইসলামের গানকে ইংরেজি ভাষায় বিশ্ব সভায় আনলেল গিয়াসুদ্দিন দালাল http://www. londontimesnews.com/archives/42746,,,,1.1026726547404E+018,https://twitter.com/salim1689/status/1102672654740398081
1,কিছুমান দালাল চক্ৰই ভাৰতীয় সেনাবাহিনীক বিশ্বাস নকৰে আৰু যোগ্যতাৰ প্ৰমাণ বিচাৰে। এই দালাল বোৰক পাকিস্তানত পঠাই দিবলাগে নহলে ইহঁতে আমাৰ দেশৰসেনা শ্বহীদ হলেও প্ৰমাণ বিচাৰিব। @narendramodi,,@narendramodi,,1.10284091722297E+018,https://twitter.com/Gautampaul20/status/1102840917222965248
1,"কোনো বাতিলের দালাল সৈয়দ দূরের কথা মুসলিমও নয়, প্রতারক শয়তান ====================== এ যুগে যারা আওলাদ আওলাদ বেশি বেশি প্রচার করে তারা সবাই ভুয়া, আসল সৈয়দগণ ঐ নাম প্রচার করে ফায়দা হাসিল ও ব্যবসা করেন না এবং কেবল... https://www. facebook.com/1801002107/pos ts/10211043634125710/ …",,,,1.10284982946469E+018,https://twitter.com/RezaulReza1101/status/1102849829464690689
0,গহর রিজভির মতন দালাল আর মিথাবাদি লোকদের জন্যই দেশে দূর্ভোগ আসবে।,,,,1.10158313922538E+018,https://twitter.com/rahman_shaun/status/1101583139225378816
1,"গাড়ি থেকে মাল চুরি,তাদের আন্ডারে ৫ টা চোরা কভার্ড ভ্যান গাড়ি আছে সেই গাড়ি গুলি ঢাকা তেজগাঁও মসজিদ মার্কেট থেকে দালাল এর মাদ্যোমে বাড়া ধরে বিভিন্ন ট্রান্সপোর্ট থেকে।তারপরে চোরা গাড়ি গুলি গার্মেন্টসের পোশাক লোড করে,,ঢাকা তুরাগ নদীর পাশে চলে যায়।চোরা মালামাল রাখার মত একটা। pic.twitter.com/JrEWSvKPHd",,,,1.10201017837806E+018,https://twitter.com/MdsalauddinKad9/status/1102010178378059776
0,"চিটার, বাটপার, টাউট আর কবে হবে আউট? দালাল , প্রতারক, লম্পট ওরা কবে দেবে চম্পট? চাপাবাজ, প্রবঞ্চক, ঠক নষ্ট করে যাবেই কি অন্যের হক? গোয়ার, চামার, ধান্দাবাজ ধ্বংস করে দিচ্ছে গোটা সমাজ। শোষক, নিপীড়ক, ভন্ড ওরা কবে পাবে নায্যদন্ড?",,,,1.1027414417287E+018,https://twitter.com/maruf_sohan/status/1102741441728704512
1,জাতীয় সংসদে কাদিয়ানীদের দালাল রাশেদ খাঁন মেনন কে অবাঞ্চিত ঘোষনা করা হউক। কুখ্যাত নাস্তিক রাশেদ খাঁন সংসদে ক্বওমী মাদ্রাসাকে বীষবৃক্ষ এবং ইসলামী অনুশাসন কে মোল্লাতন্ত্র ও আল্লামা আহমদ শফি সহ আলেম সমাজ কে কটাক্ষ করেছে। ঐ কুলাঙ্গারের দৃষ্টান্তমলূক শাস্তি চাই।,,,,1.10281968251879E+018,https://twitter.com/e_gafari/status/1102819682518790144
1,জানিনা ভক্তরা কি যুক্তি দেবে। আনন্দবাজারের প্রতিবেদন পড়বেন নিশ্চয়। দালাল বলে এড়িয়ে যাবেন না https://www. anandabazar.com/national/pm-na rendra-modi-spoke-with-1-crore-party-workers-on-video-conference-1.959920?utm_source=facebook&utm_medium=social&utm_campaign=daily …,,,,1.10136863923468E+018,https://twitter.com/sanawazali/status/1101368639234678784
1,"জেনে রেখো, যে তোমাকে পাকিপ্রেমী বলে গালি দেবে সে ভারতের দালাল যে তোমাকে ভারতের দালাল বলে গালি দেবে সে পাকিপ্রেমী এর বাইরে যারা থাকবে তারাই প্রকৃত বাংলাদেশী!",,,,1.10191131400653E+018,https://twitter.com/ferd0us/status/1101911314006528002
1,"জোকার সিদ্ধু ইমরান খানের দালাল , সে তো উল্টাপাল্টা বলবেই?",,,,1.10257680172378E+018,https://twitter.com/SNMandal16/status/1102576801723777030
1,"তুই সুয়ার বাচ্ছা, নিজের বাবার ছেলে আছেন বোকা পাকিস্তান কত টাকা দালাল হয় বোকামি করছো।তুমি বিরাট দেশদ্রোহী, দিগভিজায় সিংহ হচ্ছেই ভারত সব টিকে বড় গাদ্দার?পাকিস্তান মহান দালাল ভারত একটা জাতীয় পার্টি বিরাট দালাল দিগভিজায় সিংহ নেই দালাল ভারত ছাড় তুমি বোকা বা",,,,1.10288929400639E+018,https://twitter.com/lamechwal/status/1102889294006386688
1,"তৃণমূলী প্রশাসনের শত বাধার সত্ত্বেও বিজয় সংকল্প বাইক ৱ্যালিকে সফল করার জন্য সমস্ত যুব কার্যকর্তাকে জানাই গৈরিক অভিনন্দন I চেঙ্গাইল থেকে যুব মোর্চা জেলা প্রেসিডেন্ট ,সাধারণ সম্পাদক ও অন্যান নেতৃত্বকে আটক করে দালাল পুলিশ #BJPVijaySankalpBikeRally #लक्ष्य_हमारा_मोदी_दोबारा pic.twitter.com/ImS5mQi4Y7",,,#BJPVijaySankalpBikeRally #लक,1.10216895364692E+018,https://twitter.com/SubhankarBakuli/status/1102168953646923777
1,"তোমারে হী হো যায়? দল বেশ, দলর ভিদিরে দালাল বেশ। রাজনৈতিক মতাদর্শ, লক্ষ্য উদ্দেশ্যহীন দল। বানা নিজ' জাদর তলে পুড়ি থেয়য়ে মানুষ্সুনরে হক্কাদে ওস্তাদ! হুবোন গরলে হী অব' জ্ঞান গুরি ন পার। আগামী ৫ বজরে সংগ্রামর... https://www. facebook.com/10000041246444 5/posts/2344783025545423/ …",,,,1.10259408390053E+018,https://twitter.com/Nicoagrani/status/1102594083900530689
0,দালাল,,,,1.10140040525309E+018,https://twitter.com/TowfikA56427815/status/1101400405253091328
0,দালাল এখন আর খোজে পাইনা,,,,1.10155232476449E+018,https://twitter.com/habib_srabon/status/1101552324764491776
1,দালাল ওরফে ছোটোলোক রিপাবলিক https://www. facebook.com/10000597444467 5/posts/954556198086853/ …,,,,1.10115215964993E+018,https://twitter.com/DebanjanDey2/status/1101152159649927169
0,দালাল চক্রের মাধ্যমে ওই নাবালকদের কলকাতার একটি কারখানায় কাজের জন্য নিয়ে যাওয়া হচ্ছিল https:// goo.gl/5zuG7T,,,,1.10183548561645E+018,https://twitter.com/aamadermalda/status/1101835485616451586
0,দালাল নির্ভর ডাক্তারের কাণ্ড https://www. pbd.news/whole-country/ 96591 …,,,,1.1029943130201E+018,https://twitter.com/Purboposhchimb1/status/1102994313020096512
1,দালাল বাজার পড়লে মনে ভারতীয় না পাকিস্তানি সংবাদপত্র পড়ছি,,,,1.10129151383575E+018,https://twitter.com/kajalsarkar87/status/1101291513835749377
0,দালাল মিডিয়া,,,,1.10186714493596E+018,https://twitter.com/TowfikA56427815/status/1101867144935956480
0,দালাল মিডিয়া @MSDCP_ pic.twitter.com/6FmpqUoE2o,,@MSDCP_,,1.10211106397621E+018,https://twitter.com/d0d8R8eeq4DQzBP/status/1102111063976206337
1,দালাল সাংবাদিক,,,,1.10140036502136E+018,https://twitter.com/TowfikA56427815/status/1101400365021356032
1,"দালালী হচ্ছে হাম্বালীগের আদর্শগত বৈশিষ্ট্য, যার মধ্যে আপনিও একজন অবৈতনিক দালাল । যে দল সুধুমাত্র ক্ষমতায় থাকার জন্য নিযের দেশকে অন্য দেশের অঙ্গরাজ্য বানিয়ে রাখে, তাদের মুখে অন্যকে দালাল বলার মানে হল, তাদের যে নুন্যতম আত্মসম্মান বোধও নেই। এটাই তার প্রমান।",,,,1.10175444393295E+018,https://twitter.com/Komolhasan10/status/1101754443932954630
1,"দেশপ্রেমীর যোগাভ্যাস রাস্তায় কয়েকজন দেশপ্রেমী এক দেশদ্রোহীকে ঘিরে ধরেছে । “এই বল সূর্য কোনদিকে ওঠে?” “পূর্বদিকে ।” ব্যস । সঙ্গে সঙ্গে লাথি চড় কিল শুরু হয়ে গেল । “সালা দেশদ্রোহী, দালাল । পাকি ইমরাণের ভাষায় কথা... https://www. facebook.com/amitabha.kar.9 2/posts/1577874882345282 …",,,,1.102607016974E+018,https://twitter.com/AmitabhaKar/status/1102607016973996033
0,নারীর সমঅধিকার ও সমমর্যাদার দাবীতে সংগঠিত ও ঐক্যবদ্ধ হউন (২০১৪ সা‌লে প্রকা‌শিত লিফ‌লেট) সাম্রাজ্যবাদ ও তাদের দালাল শাসক-শোষক গোষ্ঠী এবং এনজিওদের নারীবাদিতার বিরুদ্ধে নারী মুক্তির লক্ষ্যে আন্দোলন-সংগ্রাম গড়ে... https://www. facebook.com/10000027314857 2/posts/2362098223809259/ …,,,,1.10239508473622E+018,https://twitter.com/HaqLiku/status/1102395084736217088
1,নিজের নিজের এলাকার হিন্দি সাম্রাজ্যবাদের দালাল দের চিনে নাও,,,,1.10284398335143E+018,https://twitter.com/tanwi_das/status/1102843983351427072
1,ন্যাক্কারজনক চরিত্র বিজেপির নেতা থেকে দালাল দের। pic.twitter.com/zSwHQqTEtW,,,,1.10133273193644E+018,https://twitter.com/parthagee/status/1101332731936440320
1,পশ্চিম বাংলার পুলিশ বেগমের দালাল এরা ভাবছে না সময় পালটাতে দেরি নেই https:// twitter.com/BJP4Arambagh/s tatus/1102208598657003520 …,,,,1.10223258596123E+018,https://twitter.com/MKG86697368/status/1102232585961234433
0,"পাকিস্তানে কত ভারতের "" দালাল ""! সত্যি এরা দেশটা বেচে দিলো!! https://www. facebook.com/10000239897901 5/posts/2100407963382482/ …",,,,1.10114738758886E+018,https://twitter.com/ABHIJITPAL1983/status/1101147387588861952
0,"পাকিস্তানের মধ্যে বসবাসকারী সন্ত্রাসবাদের জনক, পালক পিতা আমেরিকা আর আমেরিকার দালাল সৌদি এবং আরব আমীরসাহি, ইজরায়েল। ডোভাল সাহেব এটা ভালোই জানেন, জানেন অমিত শাহ, মোদী জী এবং আর এস এসের মাথা গুলো। সারা বছর ভালো... https://www. facebook.com/10000189662456 5/posts/2607716855968176/ …",,,,1.10117835990663E+018,https://twitter.com/ashok_biswas/status/1101178359906627584
1,পিসির দালাল রা চোর ধরুক না ধরুক গাড়ি ধরা আর ঘুষ খাওয়া টা বেশ পারে ... https://www. facebook.com/10000177551857 1/posts/2025709847498179/ …,,,,1.10156354204459E+018,https://twitter.com/amiseisuman/status/1101563542044590085
0,পুরসভায় দালাল রাজ বন্ধ করতে নয়া উদ্যোগ! ২ মাসের মধ্যে সিদ্ধান্ত কার্যকর https:// goo.gl/PnstQ9 #KMC #Security,,,#KMC #Security,1.10215876642064E+018,https://twitter.com/OneindiaBengali/status/1102158766420635650
1,পুলওয়ামা সহিদ জওয়ান দের পরিবারে কে 110 কোটি টাকা দেবেন #মুর্তজা দালাল মিডিয়া এই নিউজটা কে কেন টেলিকাস্ট করে নাই। করণ ওরা এটাই চায় না শুধু মোদিজির সংকল্পের পিছনে দৌড়াচ্ছে। #VerybadMadia pic.twitter.com/Rm3PVjj2og,,,#ম #VerybadMadia,1.10286498296482E+018,https://twitter.com/SoidulAlomL/status/1102864982964822016
1,"পুলিশ মানে প্রশাসন, পুলিশ মানে নিরপেক্ষ , পুলিশ মানে কোনো রাজনৈতিক দলের পোষা কুকুর নয়, পুলিশ মানে কোনো দলের দালাল না। কিন্তু বাংলার পুলিশ রাজ্য সরকারের দালাল ও পোষা কুকুরে পরিনিত হয়েছে। এখন পুলিশ হয়েছে তৃনমূলের ভারাকরা গুন্ডা। @MamataOfficial @BikramAri @KNSD10 pic.twitter.com/pmh7DWXpgP",,@MamataOfficial @BikramAri @KNSD10,,1.10240311099817E+018,https://twitter.com/ABHISHE38428401/status/1102403110998167552
0,প্রতিমন্ত্রী স্বপন ভট্টাচার্য বহিরাগত দালাল নিয়ন্ত্রণের আগে যশোর ২৫০ শয্যা হাসপাতালের অভ্যন্তরে পুষে রাখা দালাল নিয়ন্ত্রণের জন্যে কর্তৃপক্ষকে নির্দেশ দিয়েছেন। বিস্তারিত নিউজে...... http://www. kopotakkhonews24.com/view/post/40440 https:// shar.es/amujdK,,,,1.10143078663976E+018,https://twitter.com/kopotakkhonews/status/1101430786639757316
0,ফখরুল একটা দালাল,,,,1.10290512070933E+018,https://twitter.com/ShumonMehedi/status/1102905120709332992
1,বরিশালে দালাল নির্ভর ডায়াগনস্টিক সেন্টার ও ডাক্তারের খপ্পরে পরে সর্বস্ব হারালো দুই দিনমজুর পরিবার http:// barishalcrimenews.com/%e0%a6%ac%e0%a 6%b0%e0%a6%bf%e0%a6%b6%e0%a6%be%e0%a6%b2%e0%a7%87-%e0%a6%a6%e0%a6%be%e0%a6%b2%e0%a6%be%e0%a6%b2-%e0%a6%a8%e0%a6%bf%e0%a6%b0%e0%a7%8d%e0%a6%ad%e0%a6%b0-%e0%a6%a1%e0%a6%be%e0%a7%9f/ … pic.twitter.com/imHPYJlOWd,,,,1.10293178044375E+018,https://twitter.com/khondokerrakib/status/1102931780443746305
1,বহিরাগত দালালের সাথে অভ্যন্তরীণ দালাল নির্মূলের নির্দেশ প্রতিমন্ত্রীর https:// samajerkatha.com/2019/03/01/%e0 %a6%ac%e0%a6%b9%e0%a6%bf%e0%a6%b0%e0%a6%be%e0%a6%97%e0%a6%a4-%e0%a6%a6%e0%a6%be%e0%a6%b2%e0%a6%be%e0%a6%b2%e0%a7%87%e0%a6%b0-%e0%a6%b8%e0%a6%be%e0%a6%a5%e0%a7%87-%e0%a6%85%e0%a6%ad%e0%a7%8d/ …,,,,1.10177798491725E+018,https://twitter.com/SatyaRa22906879/status/1101777984917245953
1,"বাংলাদেশ ও তার জনগণ অন্তত পাকিস্তান নামক জঙ্গিবাদ,একাত্তর এর ঘাতক ও দালাল এবং যেই দেশটি আমাদের রক্তের মধ্যে জোর করে বীজ রোপন করে গেছে এবং পাশাপাশি এখনোও আমাদের কাছে ক্ষমা চায়নি ? আমাদের লজ্জা লাগে যে আমরা তাদের... https://www. facebook.com/10000217579934 5/posts/2097905153625324/ …",,,,1.10172101703732E+018,https://twitter.com/thelittleasia/status/1101721017037324288
0,"বাংলাদেশী হয়ে অন্য দেশের মায়া দেখায় যে জন, কে বলে মানুষ তারে দালাল সে জন",,,,1.10193088355104E+018,https://twitter.com/LimonAbid/status/1101930883551035393
1,"বাংলাদেশে দালাল , ঘুষ খোর, চোর, ডাকাতে দেশ লাফালাফি করছে pic.twitter.com/Gb2CFE7UKf",,,,1.10262508608165E+018,https://twitter.com/MDSHAMIMAHAMAD7/status/1102625086081646592
1,বাংলাদেশের দালাল মিডিয়া গুলি আর কি করবে এদের জন্য মুসলিম আজ বিদ্বষী হচ্ছে। এবং সাংবাদিক ও পতিতা দুইটাই এক হয়ে গেছে। pic.twitter.com/cch0971zNp,,,,1.10173103833256E+018,https://twitter.com/anikaos06/status/1101731038332563456
1,বিএনপির দালাল হাবিবুর রহমান হাবিবকে চরম ধোলাই দিলেন ব্যারিস্টার বিপ্লব বড়ুয়া https://www. youtube.com/attribution_li nk?a=-gK_zS2ol6Q&u=%2Fwatch%3Fv%3DKpI2a1cab2M%26feature%3Dshare …,,,,1.10166186732653E+018,https://twitter.com/informationwor3/status/1101661867326533633
0,বিকালে দেখলাম ইসি সচিব দালাল বলছে ৫০% ভোট পড়েছে---- এরপর এখন দেখতেছি প্রিজাইডিং অফিসার সংবাদিককে বললো ২৯.৭% শতাংশ ভোট পড়েছে----- পুরাই বাওতাবাজীর ভোট----,,,,1.10116470164236E+018,https://twitter.com/S_Alam1999/status/1101164701642358785
1,বিজয় সংকল্প রেলি ঝাড়গ্রাম লোকসভার ঝারগ্রাম বিধানসভা রেলি তৃণমূলের পা চাটা দালাল পুলিশ আমাদের রেলি আটকে দিয়েছে তাই সারা বাংলার সাধারণ মানুষের উদ্দেশ্যে বলছি অসুর রূপিণী তৃণমূল কংগ্রেস সরকার কে বাংলা ছাড়া করার pic.twitter.com/UbqpAdmGcC,,,,1.10251625300708E+018,https://twitter.com/DilipPa11465616/status/1102516253007081472
1,বিজয় সংকল্প রেলি ঝাড়গ্রাম লোকসভার ঝারগ্রাম বিধানসভা রেলি তৃণমূলের পা চাটা দালাল পুলিশ আমাদের রেলি আটকে দিয়েছে তাই সারা বাংলার সাধারণ মানুষের উদ্দেশ্যে বলছি অসুর রূপিণী তৃণমূল কংগ্রেস সরকার কে বাংলা ছাড়া করার pic.twitter.com/WT3wG2swFv,,,,1.10251642937761E+018,https://twitter.com/DilipPa11465616/status/1102516429377613824
0,বিজেপির ও দালাল আনন্দবাজার,,,,1.1014434279363E+018,https://twitter.com/suvojit063/status/1101443427936301057
0,বিদেশের মাটিতে দেখি দেশীয় দালাল ভাইয়ের দেখা পেয়ে গেলাম,,,,1.1017311833843E+018,https://twitter.com/mranam/status/1101731183384297475
0,ব্রাত্য রাইসুর মুরিদ যারা তারা কারা? - এন্টি আওয়ামীলীগার? - জামাত শিবিরের দালাল ? - পেয়ারে পাকিস্তান? - ইনিয়ে বিনিয়ে মুক্তিযুদ্ধের ইতিহাস ঐতিহ্য বিকৃতিকারী? - উগ্রধর্মান্ধ? - উপরের সবকটি?,,,,1.10171621384204E+018,https://twitter.com/GipsyRudro/status/1101716213842042880
1,ভারত থেকে পাকিস্তানের দালাল গুলোর ওপর সাফাই অভিযান চালানো উচিত।,,,,1.10173687987408E+018,https://twitter.com/Dipanka94312254/status/1101736879874076672
0,ভারতের দালাল https://www. facebook.com/sohelauto/post s/10157118499974628 …,,,,1.10117007641227E+018,https://twitter.com/sohelauto/status/1101170076412268545
1,"ভারতের সমস্ত মিডিয়া মোদী, অমিত শাহ, বিজেপি এবং আরএসএস এর দুধ কলা দিয়ে পুষা দালাল | pic.twitter.com/EWWuPYrXMr",,,,1.1023116518047E+018,https://twitter.com/MinaR12345/status/1102311651804700673
0,মদনার আদম দালাল আনিসুর কাজীর খপ্পড়ে পড়ে সর্বশান্ত কাতার ফেরত মিলন:মামলার প্রস্তুতি http://www. sangbadprotikkhon.com/2019/03/03/ মদনার-আদম- দালাল -আনিসুর-কা-2/,,,,1.1019149030305E+018,https://twitter.com/balalpbt/status/1101914903030497280
