tag,text,geo,mentions,hashtags,id,permalink,,,
1,"আজ'কে সারা দেশের অলিতে-গলিতে মিছিল হোক"" জিহাদি স্লোগানে মুখরিত হয়ে' গর্জে উঠুক সারা দেশ... সারা পৃথিবী...""। — feeling angry",,,,1.10661864341946E+018,https://twitter.com/parves888/status/1106618643419459584,,,
1,২০১৭ সালের ৭ এপ্রিল সুইডেনের স্টকহোম শহরে ইসলামিস্টদের জিহাদি হামলার সময় জঙ্গিদের ট্রাক চাপায় মর্মান্তিক মৃত্যুর প্রতিশোধ নিতেই সন্ত্রাসী টেরেন্ট এই ঘটনা ঘটিয়েছে। https:// somoyekhon.com/news/43171,,,,1.10661754217974E+018,https://twitter.com/Bluefox_romeo/status/1106617542179737601,,,
1,সুইডেনে জিহাদি হামলায় নিহত শিশুটির হয়ে প্রতিশোধ নিতে ক্রাইস্টচার্চে মসজিদে হামলা https:// somoyekhon.com/news/43171,,,,1.10661673559833E+018,https://twitter.com/shahidjowerder/status/1106616735598329856,,,
1,সুইডেনে জিহাদি হামলায় নিহত শিশুটির হয়ে প্রতিশোধ নিতে ক্রাইস্টচার্চে মসজিদে হামলা https:// somoyekhon.com/news/43171,,,,1.10657287561038E+018,https://twitter.com/BdBiomedical/status/1106572875610378240,,,
0,"কিছু ভন্ডদের সাথে হক্কানী আলেমদের মিশালে হবে না... এখানে আব্দুল খালেক শরিয়তপুরীকে চিনে ওরা?? জিহাদি সাহেব একজন মুফিতি সাহেব... ওরা পপুলার সাজতে হয় না, ওদের পপুলারিটি আল্লাহই দিচে...",,,,1.10579338759928E+018,https://twitter.com/nsinc987/status/1105793387599282177,,,
1,সিরিয়ার ইসলামিক স্টেট অধিকৃত সর্বশেষ অঞ্চলের প্রায় তিন হাজার জিহাদি আত্মসমর্পণ করেছে http://www. newsbangladesh.com/news/85925/%E0 %A6%B8%E0%A6%BF%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A7%9F-%E0%A7%A9-%E0%A6%B9%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0-%E0%A6%86%E0%A6%87%E0%A6%8F%E0%A6%B8-%E0%A6%9C%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%A6%E0%A6%BF%E0%A6%B0-%E0%A6%86%E0%A6%A4%E0%A7%8D%E0%A6%AE%E0%A6%B8%E0%A6%AE%E0%A6%B0%E0%A7%8D%E0%A6%AA%E0%A6%A3 …,,,,1.10573767629523E+018,https://twitter.com/news_bd247/status/1105737676295233536,,,
0,সিরিয়ায় ৩ হাজার জিহাদি আত্মসমর্পণ করেছে pic.twitter.com/6TQQNoxSO7,,,,1.1057315191534E+018,https://twitter.com/dailyajkerbazar/status/1105731519153401857,,,
0,প্রশ্ন উত্তর পর্ব গাউসুল আজম বলা জাবে কি না মুফতী আলাউদ্দিন জিহাদি https:// youtu.be/V0QDCfmP8lw via @YouTube,,@YouTube,,1.10555508232469E+018,https://twitter.com/Mdrefayet4/status/1105555082324688896,,,
0,"এতদিন জানতাম ""নেতাজী",স্বামীজী,গান্ধীজী,"অটলজী"" এখন শুনছি জিহাদি ""মাসুদ আজহার""-ও নাকি জী - সৌজন্যে কংগ্রেস",,,,1.10537334155952E+018,https://twitter.com/Sumanmid/status/1105373341559521281
0,মাওলানা আবুসাইদ জিহাদি রংপুর - খতিব নলতা দরবার শরিফ বাংলাদেশ নতুন ওয়াজ ... https:// youtu.be/8Xo81Xn9dYM via @YouTube,,@YouTube,,1.10532577101748E+018,https://twitter.com/abdullah028716/status/1105325771017482241,,,
1,সরল ভাষায় ২০১৯ ভোট *রাত ৩টায় এয়ারফোর্স পাঠিয়ে জিহাদি মারতে চাইলে: মোদি *রাত ৩টায় সুপ্রীমকোর্ট খুলিয়ে জিহাদি বাঁচাতে চাইল : কংগ্রেস,,,,1.10506304548561E+018,https://twitter.com/asitava2k/status/1105063045485613056,,,
1,"গত বছরের একটা ঘটনা বলছি, এক জিহাদি বক্তাকে মাহফিলে দাওয়াত দেয়াওয়ার জন্য ফোন দিয়েছিলাম। তারপর... আমি: আসসালামুআলায়কুম ।হুজুর মাহফিলের ব্যাপারে কথা বলতে চাইছিলাম। বক্তা:- অআলাইকুমুচ্ছালাম।আপনি কোন এলাকা থেকে... https://www. facebook.com/10000771948796 9/posts/2251649491769012/ …",,,,1.10496647784374E+018,https://twitter.com/Mahadi440/status/1104966477843742720,,,
1,জিহাদি বধূ রিমা ও জারার নাগরিকত্ব বাতিল... https://www. breakingnews.com.bd/bangla/type/in ternational/article/96617 …,,,,1.1046839840495E+018,https://twitter.com/breaking24bd/status/1104683984049496065,,,
1,আইএস-এর জিহাদি উন্মাদনায় উদ্বুদ্ধ হয়ে সিরিয়ায় যাওয়ায় বাংলাদেশি বংশোদ্ভূত ব্রিটিশ নাগরিক শামীমা বেগমের সন্তানের মৃত্যুর ঘটনায় সমালোচনার মুখে পড়েছেন ব্রিটিশ স্বরাষ্ট্রমন্ত্রী সাজিদ জাভিদ https://www. deshebideshe.com/news/details/1 70517 …,,,,1.10463940340053E+018,https://twitter.com/DesheBideshe/status/1104639403400531968,,,
1,যুক্তরাজ্যের লন্ডন থেকে পালিয়ে সিরিয়া চলে যাওয়া ইসলামিক স্টেটের জিহাদি -বধূ শামীমা বেগমের শিশু সন্তানটি সিরিয়ার শরণার্থী শিবিরে মৃত্যুর ঘটনাকে ঘিরে সমালোচনার মুখে পড়েছেন ব্রিটিশ স্বরাষ্ট্রমন্ত্রী সাজিদ জাভিদ। https:// samakal.com/international/ article/1903663 …,,,,1.10460253367729E+018,https://twitter.com/samakaltw/status/1104602533677285376,,,
1,মারা গেছে ‘ জিহাদি বধূ’র শিশুসন্তান http://www. deshrupantor.com/last-page/2019 /03/10/128407 …,,,,1.10457889765029E+018,https://twitter.com/deshrupantor/status/1104578897650290688,,,
1,'আইএস জিহাদি বধূ' শামীমা বেগমের শিশু মৃত্যুর ঘটনায় সমালোচনার মুখে ব্রিটিশ মন্ত্রী pic.twitter.com/QG6ea4qfV4,,,,1.10455130638193E+018,https://twitter.com/shariftanvir1/status/1104551306381926400,,,
1,'আইএস জিহাদি বধূ' শামীমা বেগমের শিশু মৃত্যুর ঘটনায় সমালোচনার মুখে ব্রিটিশ মন্ত্রী https:// ift.tt/2Caf5ZO,,,,1.10455081504018E+018,https://twitter.com/MdBurhanUllah2/status/1104550815040184321,,,
1,বাংলাদেশ এ আজকাল এতো পরিমানে জিহাদি বক্তা বেড়ে গেছে ওয়াজ করার সময় তাদের লাফালাফি দেখলে মনে হয় রিক্টার স্কেল এ ১০০ ডিগ্রী হারে ভুমিকম্প হচ্ছে।,,,,1.10446941322968E+018,https://twitter.com/mihridoykhan/status/1104469413229678593,,,
1,"আসকারার ভিন্নতা ইনসানে ঘেরা জীবন তন্ত্র ১৪শ’ বছরের আদর্শে বিধাতার অপরূপ কৃপায় মন্দির মসজিদে জিকির ওঠে, পুণ্যে ভরা দিন রাতে সাধনের ভিন্ন কায়দায় গোঁফে দাড়িতে সুবাস ছড়িয়ে ওরা মরবেই - জিহাদি বেশে পুণ্যের অন্বেষায় দেব... https://www. facebook.com/haqmaola12/pos ts/2107657262656360 …",,,,1.10442967733311E+018,https://twitter.com/ShamsMonower/status/1104429677333106688,,,
1,ব্রিটেন থেকে পালিয়ে সিরিয়া চলে যাওয়া ইসলামিক স্টেটের জিহাদি -বধূ শামীমা বেগমের কিছুদিন আগে জন্মানো শিশু সন্তানটি মারা গেছে। http:// banglalive24.net/2019/03/09/%e0 %a6%86%e0%a6%87%e0%a6%8f%e0%a6%b8%e0%a7%87%e0%a6%b0-%e0%a6%b8%e0%a7%87%e0%a6%87-%e0%a6%b6%e0%a6%be%e0%a6%ae%e0%a7%80%e0%a6%ae%e0%a6%be%e0%a6%b0-%e0%a6%b6%e0%a6%bf%e0%a6%b6%e0%a7%81%e0%a6%9f/ …,,,,1.10424462177172E+018,https://twitter.com/funheroesbd/status/1104244621771722752,,,
1,ব্রিটেন থেকে পালিয়ে সিরিয়া চলে যাওয়া ইসলামিক স্টেটের জিহাদি -বধূ শামীমা বেগমের কিছুদিন আগে জন্মানো শিশু সন্তানটি সম্ভবত: মারা গেছে বলে তার পরিবারের আইনজীবী জানিয়েছেন। https://www. ekushey-tv.com/%E0%A6%B6%E0%A 6%BE%E0%A6%AE%E0%A7%80%E0%A6%AE%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A6%9F%E0%A6%BF-%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AD%E0%A6%AC%E0%A6%A4-%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%97%E0%A7%87%E0%A6%9B%E0%A7%87-%E0%A6%86%E0%A6%87%E0%A6%A8%E0%A6%9C%E0%A7%80%E0%A6%AC%E0%A7%80/64501#.XIKX_LSoDGg.facebook …,,,#,1.10405624143592E+018,https://twitter.com/Ekushey24online/status/1104056241435918340,,,
1,‘ইহুদী যাদুঘরে হত্যাকাণ্ড’ চালানো লোকটি ছিলেন সিরিয়া-ফেরত ‘আইএস জিহাদি ’ https://www. bangladeshtoday.net/%E0%A6%87%E0%A 6%B9%E0%A7%81%E0%A6%A6%E0%A7%80-%E0%A6%AF%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%98%E0%A6%B0%E0%A7%87-%E0%A6%B9%E0%A6%A4%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%A3%E0%A7%8D/ …,,,,1.10404705461827E+018,https://twitter.com/tbt_newspaper/status/1104047054618267648,,,
1,ইহুদী যাদুঘর হত্যাকাণ্ডে দোষী সিরিয়া-ফেরত জিহাদি pic.twitter.com/w8SXc4Wnpq,,,,1.10397391733991E+018,https://twitter.com/shariftanvir1/status/1103973917339910144,,,
1,"বাংলার প্রবাদ প্রতিম মানুষদের পাশে মমতার ছবি, সোশ্যাল মিডিয়ায় তুঙ্গে উঠল বিতর্ক। আজ আন্তর্জাতিক নারী দিবসে সব নারীদের জানাই শুভকামনা। কিন্তু জিহাদি পিসিকে শুভকামনা জানাতে পারবো না। আপনার কুশাসন থেকে মুক্ত হয়ে বাংলা আবার অগ্রগতির পথে এগোবে এই কামনা করি। https://www. ndtv.com/bengali/social -media-is-unhappy-to-see-mamata-banerjees-photo-among-famous-bengali-legends-2004436 …",,,,1.10396867130993E+018,https://twitter.com/drkctweets/status/1103968671309934592,,,
1,"পূর্ব মেদিনীপুর জেলার তমলুকের শ্রীরামপুর গ্রামের হিন্দুরা ভয়ঙ্কর জিহাদি আক্রমণের শিকার হলো। মুসলিমরা হিন্দুদের বাড়ি-ঘর ভাঙচুর করে তাতে আগুন লাগিয়ে দেয়। হিন্দুদের বাড়ির সামনে থাকা তুলসী মঞ্চ, মন্দিরে থাকা দেবতার মূর্তি নির্বিচারে ভাঙচুর",,,,1.10371167531059E+018,https://twitter.com/bshukla26/status/1103711675310592000,,,
1,পাকিস্তানের সেনাবাহিনী- জিহাদি আঁতাত বন্ধ করতে এবার উঠে পড়ে নামতে হবে ভারতকে | @MinhazMerchant | https:// bit.ly/2SKzKZY | #pulwamarevenge #PulwamaTerrorAttacks #IAFAirStrikes pic.twitter.com/qU0zLCxOMj,,@MinhazMerchant,#pulwamarevenge #PulwamaTerrorAttacks #IAFAirStrikes,1.10321740540318E+018,https://twitter.com/DailyOBangla/status/1103217405403181056,,,
1,পাকিস্তানের সেনাবাহিনী- জিহাদি আঁতাত বন্ধ করতে এবার উঠে পড়ে নামতে হবে ভারতকে | @MinhazMerchant | https:// bit.ly/2SKzKZY | #pulwamarevenge #PulwamaTerrorAttacks #IAFAirStrikes pic.twitter.com/G3z3IaduSw,,@MinhazMerchant,#pulwamarevenge #PulwamaTerrorAttacks #IAFAirStrikes,1.10297581111895E+018,https://twitter.com/DailyOBangla/status/1102975811118948352,,,
1,"পশ্চিম বঙ্গের শ্রীরামপুরের হিন্দুরা জিহাদি আক্রমণের শিকার, বাড়ি-ঘর ও মন্দির পুড়ে ছাই http:// desh1.com/2019/03/05/%e0 %a6%aa%e0%a6%b6%e0%a7%8d%e0%a6%9a%e0%a6%bf%e0%a6%ae-%e0%a6%ac%e0%a6%99%e0%a7%8d%e0%a6%97%e0%a7%87%e0%a6%b0-%e0%a6%b6%e0%a7%8d%e0%a6%b0%e0%a7%80%e0%a6%b0%e0%a6%be%e0%a6%ae%e0%a6%aa%e0%a7%81%e0%a6%b0/ … pic.twitter.com/iXiinLWqM7",,,,1.10297285197868E+018,https://twitter.com/desh122661412/status/1102972851978682373,,,
1,"তমলুকের শ্রীরামপুরের হিন্দুরা জিহাদি আক্রমণের শিকার, বাড়ি-ঘর ও মন্দির পুড়ে ছাই https:// debtanu1971.wordpress.com/2019/03/05/%e0 %a6%a4%e0%a6%ae%e0%a6%b2%e0%a7%81%e0%a6%95%e0%a7%87%e0%a6%b0-%e0%a6%b6%e0%a7%8d%e0%a6%b0%e0%a7%80%e0%a6%b0%e0%a6%be%e0%a6%ae%e0%a6%aa%e0%a7%81%e0%a6%b0%e0%a7%87%e0%a6%b0-%e0%a6%b9%e0%a6%bf%e0%a6%a8/ … pic.twitter.com/VPPwMoQkO0",,,,1.10286385365699E+018,https://twitter.com/HSbangla/status/1102863853656989696,,,
1,সিরিয়ায় জিহাদি গ্রুপের হামলায় সরকারি বাহিনীর ২১ সদস্য নিহত http://www. abnews24.com/international/ 32198/%E0%A6%B8%E0%A6%BF%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A7%9F-%E0%A6%9C%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%A6%E0%A6%BF-%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%81%E0%A6%AA%E0%A7%87%E0%A6%B0-%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A6%B2%E0%A6%BE%E0%A7%9F-%E0%A6%B8%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A6%BF-%E0%A6%AC%E0%A6%BE%E0%A6%B9%E0%A6%BF%E0%A6%A8%E0%A7%80%E0%A6%B0-%E0%A7%A8%E0%A7%A7-%E0%A6%B8%E0%A6%A6%E0%A6%B8%E0%A7%8D%E0%A6%AF-%E0%A6%A8%E0%A6%BF%E0%A6%B9%E0%A6%A4 …,,,,1.10246003404122E+018,https://twitter.com/Abnwes24/status/1102460034041217024,,,
1,এখন আর অন্য রাজ্য নয় আমাদের রাজ্য এত উন্নতি করেছে এখানেও জিহাদি আছে পাকিস্তান এর খানকির ছেলে এখন ভারত ও ইমপোর্ট করবে জোর সে বলো pkmkb,,,,1.10239760395269E+018,https://twitter.com/biswajit_king/status/1102397603952689152,,,
1,জিহাদি বধূ শামীমাকে নিয়ে নেদারল্যান্ডস ফিরতে চান স্বামী রিদাইক https://www. jonotarkotha.com/international/ news/12019#.XHwsHsFoXmo.twitter …,,,#,1.10229102358829E+018,https://twitter.com/sumonb1975/status/1102291023588286464,,,
1,শামীমাকে নেদারল্যান্ডে ফিরিয়ে নিতে চান তার ' জিহাদি ' স্বামী https:// bangla.dhakatribune.com/international/ 2019/03/03/8351/%E0%A6%B6%E0%A6%BE%E0%A6%AE%E0%A7%80%E0%A6%AE%E0%A6%BE%E0%A6%95%E0%A7%87-%E0%A6%A8%E0%A7%87%E0%A6%A6%E0%A6%BE%E0%A6%B0%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A7%87-%E0%A6%AB%E0%A6%BF%E0%A6%B0%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%A8%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%9A%E0%A6%BE%E0%A6%A8-%E0%A6%A4%E0%A6%BE%E0%A6%B0-'%E0%A6%9C%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%A6%E0%A6%BF'-%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%AE%E0%A7%80/?fbclid=IwAR1rktppFUJ1Q9ObYWqgSaJo_oQQtX1PTjQof6YOvnM5BtOxVNTVh4iuI2Y …,,,,1.10219821271724E+018,https://twitter.com/DhakaTribune/status/1102198212717236224,,,
1,on @YouTube : এইবার বক্তা হয়ে জিহাদি কে roasted করে ছেরে দিলো আর tahseenation এর পক্ষে কথা বলেছে ║Motachin Billah https:// youtu.be/Ir-YSniFYHU,,@YouTube,,1.10179695294825E+018,https://twitter.com/MdMubin17470023/status/1101796952948252674,,,
1,Liked on YouTube: এইবার বক্তা হয়ে জিহাদি কে roasted করে ছেরে দিলো আর tahseenation এর পক্ষে কথা বলেছে ║Motachin Billah https:// youtu.be/Ir-YSniFYHU,,,,1.10176992802422E+018,https://twitter.com/AhmedShijan/status/1101769928024223744,,,
1,কালীঘাটের জিহাদি -মাগীটাকে উপরে পাঠিয়ে দাও। JP র গাড়ীর বনেটে উঠে পাগলু ডান্স করেছিল। উপরে গিয়ে সেইরকম নাচ করবে আর তারপর সব জিহাদী একসঙ্গে gang-bang দেবে।,,,,1.10129796419715E+018,https://twitter.com/AMITGKAMIT/status/1101297964197150720,,,
1,"আতঙ্কবাদ জিহাদি দেশ পাকিস্থানের জন্য এখন একদিকে কুয়ো তো অন্যদিকে খাদান সৃষ্টি হয়েছে। পাকিস্থানের একদিকে ভারত তো অন্যদিকে ইরান। কিছুদিনের মধ্যে পাকিস্থানের ইতিহাস, ভূগোল সব বদলে গেলে আশ্চর্য হওয়ার কিচ্ছু নেই। pic.twitter.com/Kli8yBrN7x",,,,1.10116132143585E+018,https://twitter.com/Rajeshbiswas78/status/1101161321435848712,,,
0,"নবী প্রেমী জায়েদ বিন হারেসা, মুফতি ইলিয়াছুর রহমান জিহাদি - Eliasur Rahman... https:// youtu.be/62LmlYupbjQ via @YouTube",,@YouTube,,1.10106174552158E+018,https://twitter.com/mahmudu19142985/status/1101061745521582080,,,
1,"আমি যতই ভাবি আমার দেশের মানুষকে নিয়ে হতাশ হবনা, ততই নিরাশ হতে থাকি। বাংলাদেশে এত বাংপাকি আছে আমার জানা ছিলনা। গত ৩-৪ দিন ধরে নিউজফিডের দিকে তাকানো যাচ্ছেনা। সবাই সম্ভবত জিহাদি (!?!) জোশে উন্মাতাল হয়ে গেছে। স্বাধীনতার... https://www. facebook.com/mahnazfariba/p osts/2486246291405362 …",,,,1.10103440228343E+018,https://twitter.com/mahnazfariba/status/1101034402283433984,,,
1,যুক্তরাষ্ট্র সমর্থিত সিরিয়া বাহিনী থেকে আইএসের ২৮০ জিহাদি গ্রহণ ইরাকের https:// shar.es/amvwrl,,,,1.10064516868701E+018,https://twitter.com/kumar_rupom/status/1100645168687009793,,,
1,যুক্তরাষ্ট্র সমর্থিত সিরিয়া বাহিনী থেকে আইএসের ২৮০ জিহাদি গ্রহণ ইরাকের https:// shar.es/amvwrn,,,,1.10064515292067E+018,https://twitter.com/informationwor3/status/1100645152920666112,,,
1,"#আলহামদুলিল্লাহ আফগানিস্তানের মুসলিমরা পাকিস্তানের পক্ষে যুদ্ধে যাওয়ার প্রস্তুতি। এই জিহাদি ভাইয়ের কথা শুনেন। রাশিয়াকে লজ্জিত করেছি। আমেরিকা কাঁদতেছে এখন। মোদী কি এসব দেখছেনা। ৪৮, টি দেশকে পরাজিত করেছি। ভারত আমাদের... https://www. facebook.com/GolamNabiul/vi deos/1968243343285980/ …",,,#আলহ,1.10057278604357E+018,https://twitter.com/GOLAMNABIUL1/status/1100572786043568128,,,
1,নাচোলে জিহাদি বইসহ ২ জঙ্গি গ্রেফতার https://www. bdmorning.com/bn/article/201 9/370781 …,,,,1.10032398161228E+018,https://twitter.com/Bdmorning/status/1100323981612277761,,,
1,"মাকু, জিহাদি , বামাতি ও লিবার্বালদের পাশে থাকুন। ওনাদের অশৌচ চলছে এখন।",,,,1.10026814836275E+018,https://twitter.com/Supradip_C/status/1100268148362747905,,,
1,আইএসের ২৮০ জিহাদি গ্রহণ ইরাকের http://www. abnews24.com/international/ 31491/%E0%A6%86%E0%A6%87%E0%A6%8F%E0%A6%B8%E0%A7%87%E0%A6%B0-%E0%A7%A8%E0%A7%AE%E0%A7%A6-%E0%A6%9C%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%A6%E0%A6%BF-%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%B9%E0%A6%A3-%E0%A6%87%E0%A6%B0%E0%A6%BE%E0%A6%95%E0%A7%87%E0%A6%B0 …,,,,1.09992569302517E+018,https://twitter.com/Abnwes24/status/1099925693025173507,,,
1,"""মুফতি আলাউদ্দিন জিহাদি "" তার ওয়াজের মিটার গরম হইতে নাকি ২ঘন্টা লাগে, আজকে ৬ মিনিটেই মিটার গরম। - বিশ্ব জাকের মঞ্জিল আটরশি উরস শরিফ ২০১৯ (২য় দিন) 24/2/2019 https://www. facebook.com/tahsinx/videos /813625202321912/ …",,,,1.09976616597765E+018,https://twitter.com/ekattorhost/status/1099766165977645056,,,
1,"""মুফতি আলাউদ্দিন জিহাদি "" বিশ্ব জাকের মঞ্জিল আটরশি উরস শরিফ ২০১৯। তার ওয়াজের মিটার গরম হতে নাকি ২ঘন্টা লাগে, আজকে ২ মিনিটেই মিটার গরম। https://www. facebook.com/tahsinx/videos /813594785658287/ …",,,,1.09975198010747E+018,https://twitter.com/ekattorhost/status/1099751980107472896,,,
1,"""আলাউদ্দিন জিহাদি "" সাহেবের ওয়াজের মিটার গরম হইতে নাকি ২ ঘন্টা লাগে, আজ ২মিনিটেই গরম হইয়া গেলো। - বিশ্ব জাকের মঞ্জিল আটরশি উরস শরিফ ২০১৯ https://www. facebook.com/tahsinx/videos /813585045659261/ …",,,,1.09974094796811E+018,https://twitter.com/ekattorhost/status/1099740947968114688,,,
0,on @YouTube : হঠাৎ হিরো আলমের ফোন | মাওলানা মুফতী ইলিয়াছুর রহমান জিহাদি | mufty eliasur rahman zihadi | R S Media https:// youtu.be/OtJ6nA3kARo,,@YouTube,,1.09973046926289E+018,https://twitter.com/Skhabib15598463/status/1099730469262893057,,,
1,"~মেডনেস, ভাষা ও জিহাদি বই~ রিজন যাদের গড, সেই আধুনিক মানুষ মেডনেসের সাথে কম্যুনিকেট করতে অসমর্থ, এর জন্য তাদের কোন কমন লেঙ্গুয়েইজ নেই। তাই এইটারে ওরা অসুস্থতা হিশেবেই বর্ণনা করে ও ট্রিট করে। যেহেতু বুঝতে ও... https://www. facebook.com/rifathasan.pro file/posts/243148543298845 …",,,,1.09882896652432E+018,https://twitter.com/rifat_hasan/status/1098828966524321797,,,
