tag,tweets
0,রোমান্টিক টাইফের মানুষ গুলো কখনো পুরোপুরি অসৎ বা হারামি টাইপের হতে পারেনা। পরিস্থিতির কারনে যত খারাপই হোক না কেন একটু হলেও সততা বেঁচে থাকে এদের ভেতর।
1,"গান্ধী প্রথমে চার ছেলের পিতা, পরে ব্রম্ভচারী আবার অন্তিম পর্যায়ে বানানো জাতির পিতা -এই হারামি মালটা আসলে কি আর কোন হারামিদের বাপু"
0,",,,,,,,,,,বন্ধু মানে হারামি ,,,,,,,, প্যান্টের চেইন খোলা দেখে আগে ছবি তুলে পরে জোরে জোরে বলে দোস্ত তোর গেট খোলা, ∆ভাগ্য ভালো দারোয়ান আশে পাশে ছিলনা"
0,হারামি .... গফ এখনও ভূমিষ্ট হয়নি
1,মেয়েরা এত হারামি কেন??? https:// twitter.com/TanniMim/statu s/1110957965681528832 …
1,হারামি বান্দর
0,"বিশ্বাস কর তাকে, যে রাখতে যানে,,। আর ভালোবাস তাকে, যে ভালোবাসা দিতে যানে,,। হারামি ......শামিম pic.twitter.com/dPJAtwvBrk"
1,আমি ও তাই বলি। এক আরোব হারামি বলে না মৃতুর পর আর কিচু বলে নেই।
0,তুই আমাকে TAG করে দালাল কেন বললি আমি তুকি কিডনি বেচে দিছি নাকি। আমি তুরে কিছু কুরিনি। তুমি হারামি । তুই খারাপ লোক
1,তুই আমাকে দালাল বললি কেন হারামি । তুরে চুদি
1,@MostakimMubin হারামি
0,ইংরেজি শিকতে হবে। এক হারামি ইংরেজিতে গালি দিছে। ইংরেজি শিখে ওরে বিদেশিদের মতো গালি দিতে হবে।
0,বংশ দিয়া বাল পালাবো নাকি? আমারে ওই এক হারামি লোক গালি দিছিল। তুইও কমেন্ট করছিস ওই লোকের আইডিতে।
1,হারামি আমারে চিনবি না কেন? তুই এই পথিক আইডি দিয় প্রবাসি হারামি বলে আমারে গালি দিছিলি। তোরে আমি চিনেছি
1,রোহিঙ্গাগুলো হারামি
0,"আমার বেস্টিগুলা এমন হারামি ,কাল ফিউচার পার্কে শপিঙে গিয়ে , ওদের একটা ছেলে দেখিয়ে বলছিলাম দোস্ত ছেলেটা কিন্তু সুন্দর সাথে সাথে একটা ফ্রেন্ড ওই ছেলেকে বলে, Excuse me ভাইয়া ঐ যে কালো dress পড়া মেয়েকে দেখছেন ওর নাম নাবিলা, ও আপনাকে পছন্দ করে কেমনডা লাগে তখন :( - নাবিলা"
1,তোরে twitter acount খোলার permission কি দিছে?? #তিতা হারামি ।।
1,হিন্দু দের ধৈর্য মহান সেই জন্য ই এই ধরনের হারামি নেতা আমাদের PM সম্পর্কে এই ধরনের নিচ্ বক্তব্য দিতে সাহস পায় ।
1,হ্যালো অল.!! আমি হারামি পেজের নতুন হারামি #হিমু । আমাকে তেলকাম করবেন না..?? #হিমু
0,হারামি কি খবর @daffodils_15
1,হারামি বলদ কোথাকার---
1,আপনি কোন শয়তানের কথা বলছেন জানিনা। আদো কি ভালো শয়তান নামক কিছু এই পৃথিবীতে আছে তা আমার জানা নাই। হুম ক্যাপশনে লিখতে পারতেন দুষ্টু / হারামি / ইত্যাদি আরো অনেক নাম আছে যা বন্ধুদেরকে ম্যানশন করা হয়। পরিশেষে বলবো মানুষ হয়ে বাঁচতে চেষ্টা করেন..শয়তান হয়ে না। ভালো থাকবেন। ধন্যবাদ
1,আমি জানি হারামি গুলা আমাকে কতটা ভালবাসে। তাই ওদের নিয়ে আমার এভারের ধারাবাহিক নাটক #অসমাপ্ত ভালবাসা... শুটিং যাবে।
1,দুনিয়াতে বহুত হারামি দেখলেও দীপাবলির মত হারামি দেখি নাই! শুভ জন্মদিন রিশতা! Shuvoময় দিক যাক বান্ধobi
1,তুই হারামি বুঝলি ট্রাম্প...........!
1,": দেখছো, ছেলের মাথায় চুলের পাক দুইটা? - হুম! : পাক দুইটা হলে নাকি বিয়ে হয় দুইটা? - তাই তো শুনি মানুষের মুখে! : তোমার ছেলেও তো তাইলে দুইটা করবে! - করুক আমার ছেলে! সমস্যা কী? : না মানে, ছেলের বাপের মাথায়ও দুইটা আরকি! - হারামি ব্যাডা তুই অন্যরুমে যা!"
1,"হারামি মানুষ গুলো এমন জগন্য কাজ করে না ভাই,,, কলিজার মানুষ গুলোই কলিজায় লাথি মেরে ভের হয়ে চলে যায়"
1,হারামি বলে কি? ওর মাথায় বিএনপি ডিম ফাটায় না কেন? http:// jagoronnews.com/16337/
1,"এই হারামি কাঠ মোল্লা আমাদের চট্রগ্রাম এর ভাষা নিয়ে অনেক বাজে কথা বলে ওয়াজ নামের কুওয়াজ করেছে, চট্রগ্রাম এর ভাই বোনেরা যে যেখানে আছেন এই কুত্তাটাকে যেখানেই পাবেন জুতা মারার চেস্টা করবেন এই বেয়াদপ আগের এক ভিডিও তে... https://www. facebook.com/705845899/post s/10156871374725900/ …"
0,- তুমি আর আমি - বাকিসব হারামি
0,তা সব দেশের সাংবাদিকই কমবেশি হারামি
1,ইদানিং মিথ্যা বার্তা লেখে এরা জাত হারামি
1,"কি রে হারামি , উল্টাপাল্টা Tweet করলে, পাছায় বাঁশ ঢুকিয়ে দিবো"
1,"বাবু, সোনা, জান, বেবি, এই সব বলা মানুষ গুলা ধোকা দিতে জানে, কিন্তুু কুওা, হারামি , সয়তান বলা মানুষ গুলা কখনে ধোকা দিবে না,। #মেহেরীন"
0,"তুমি এভাবে কার অপেক্ষায় দাঁড়িয়ে,,, তুমি আনমনে কি ভাবছো তোমার একাকিত্ব দেখতে ভালো লাগেনা আমার,,,, তুমি এবার বিয়ে করে নাও,,, #হারামি"
1,"ইসলাম বিরোধী এই হারামি কে আল্লাহ্' চড়ম দৃষ্টান্তমূলক সাজা দিক! ক'দিন আগেই টকশো তো বলেছিলো, ""ছোট বেলার বই'তে আরবি হরফ (আলিফ' বা' তা...) শেখা ছেলে-মেয়েরাই নাকি, বড় হয়ে জঙ্গি হয়""! >:O https://www. bd24live.com/bangla/article /1552744260/198296/index.html …"
1,খা* পোদের কান্ড দেখছেন! হালা হারামি সাংঘাতিক!! নুরু গেছে উবারের ভাড়া করা গাড়িতে। http:// banglaralo.net/education/3705 2-2019-03-16-08-05-16 …
1,"নিষেধ করার পর, অজান্তে হয় কেমনে? হারামি রে"
1,"আমি চিৎকার করে কাঁদিতে চাহিয়া করিতে পারিনা চিৎকার,, বুকের ব্যাথা বুকে চাপায়ে হারামি ইহুদি খ্রীস্টানদের দিয়ে যাই ধীক্কার.. . সারাজীবন মন থেকে ধিক্কার দিয়ে যাবো,,, #New Zeland… https://www. instagram.com/p/BvDOD_IgEmY/ ?utm_source=ig_twitter_share&igshid=108vkvazlt64z …"
1,Rss=রাষ্ট্রীয় শয়তান সংগঠন BHP= ভারতীয় হারামি পার্টি BJP= ভারতীয় জঘন্য পার্টি ওর প্রতিনিধীএর রুপার লকেট পরে দিলীপের মুকুল ফুল এ পরিণত হতে 80 বছর লাগবে। তখন বাবুল দাঁতের মাজন দিয়ে দাঁত মেজে আমরা বিরিয়ানি খাবো।
1,"ট্রাম্প হারামি ""হোয়াইট সুপ্রেমেসি"" আর ""ইসলাম ফোবিয়া"" যে ভাবে ছড়াচ্ছে তাতে নিউজিল্যান্ডের মতো দেশও সন্ত্রাসী হামলা থেকে রক্ষা পেলো না। এর জেরে আরও কত নিরীহ মানুষের প্রান যায় সেই আশংকা এখন পেয়ে বসছে। বিশ্বের কোথাও এখন কেউ নিরাপদ নয়। http://www. reuters.com/article/us-new zealand-shootout-cricket-idUSKCN1QW0G4?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5c8b66464b738500016c26b2&utm_medium=trueAnthem&utm_source=facebook …"
0,হারামি https://www. facebook.com/10000164011354 3/posts/2237255763005739/ …
1,ক্রিকেট খেলা হারাম... যারা হারাম খেলা খেলে তারা হারামজাদা হারামি ... তবে গোলাগুলির আইডিয়া ঠিক হয় নাই... একেকটা কোপে কল্লা নামাইয়া দিতে পারলে সহি সম্মত হইতো...
