tags,text,geo,mentions,hashtags,id,permalink,
1,"আজ একটু পড়তে বসা যাক দেশদ্রোহী কারা.........? পাকিস্তান-চিন-রাশিয়া-কিউবা-ভেনেজুয়েলার দালালদের কুৎসিত অতীতটা একটু জানবেন না ? ১) মুজফ্ফর আহমেদ - মীরাট ষড়যন্ত্র মামলায় ব্রিটিশ সরকার যাবজ্জীবন কারাদণ্ড দেয়,যার মধ্যে ৩... https://www. facebook.com/629858575/post s/10156256514028576/ …",,,,1.10262121279711E+018,https://twitter.com/skdasgh5/status/1102621212797108225,
1,"আপনিও একজন দেশদ্রোহী !! বিশ্বাস হচ্ছে না........ প্রমাণ চান? কোনো অন্ধভক্তোকে একবার খালি কানে কানে প্রশ্ন করুন "" প্রমাণ কই? "" দেখবেন ১ সেকেন্ডে ওরা আপনাকে দেশদ্রোহী বানিয়ে দেবে। pic.twitter.com/pmEda2bBSR",,,,1.10261962981643E+018,https://twitter.com/hellorabiul/status/1102619629816430592,
1,"দেশপ্রেমীর যোগাভ্যাস রাস্তায় কয়েকজন দেশপ্রেমী এক দেশদ্রোহীকে ঘিরে ধরেছে । “এই বল সূর্য কোনদিকে ওঠে?” “পূর্বদিকে ।” ব্যস । সঙ্গে সঙ্গে লাথি চড় কিল শুরু হয়ে গেল । “সালা দেশদ্রোহী , দালাল । পাকি ইমরাণের ভাষায় কথা... https://www. facebook.com/amitabha.kar.9 2/posts/1577874882345282 …",,,,1.102607016974E+018,https://twitter.com/AmitabhaKar/status/1102607016973996033,
1,‘ দেশদ্রোহী ’ কানহাইয়া কুমার গেলেও শহিদকে শ্রদ্ধা জানাতে অনুপস্থিত এনডিএ নেতারা https:// kolkata24x7.com/kanhaiya-kumar -went-to-pay-homage-to-crp-officer-but-nda-leaders-absent.html … #KanhaiyaKumar #Martyr #NDA pic.twitter.com/ky1tUByReE,,,#KanhaiyaKumar #Martyr #NDA,1.1025781315656E+018,https://twitter.com/kolkata24x7/status/1102578131565600770,
1,বায়ুসেনার হামলার আগের মুহূর্তে প্রায় ৩০০ ওপর মোবাইল ফোন এক্টিভ ছিল জাইস-ই-মোহাম্মদ এর সব থেকে বড় ক্যাম্পে। এবার যারা সন্ধেও করার তারা পাকিস্তানি দেশদ্রোহী এটা লিখে দেওয়া যায়। https:// zeenews.india.com/india/jaish-e- mohammads-balakot-camp-had-300-active-mobile-connections-just-before-iaf-strike-ntro-sources-2185166.html?src=fb …,,,,1.10257173430428E+018,https://twitter.com/samanta_om/status/1102571734304280577,
1,নিজের দেশের বিরোধী কণ্ঠকে সরকার পক্ষের তরফে যিনি পাকিস্তানি তকমা দিচ্ছেন তিনি প্রকৃত দেশদ্রোহী ।,,,,1.10256583545171E+018,https://twitter.com/ashok_biswas/status/1102565835451711488,
1,অনলাইন দেশপ্রেমের বাজারে এমন বিজ্ঞাপন শেয়ার করবেন না। দেশদ্রোহী হয়ে যাবেন কিন্তু.. https://www. facebook.com/fekuwb/videos/ 2197747950553849/ …,,,,1.10254472864041E+018,https://twitter.com/rohitkrmajumder/status/1102544728640405506,
1,এদের পাকিস্তান পাঠানো হোক। এরা দেশদ্রোহী । https://www. facebook.com/10000248776451 7/posts/2117247388368166/ …,,,,1.10253654045307E+018,https://twitter.com/sutradhar_kajal/status/1102536540453064704,
1,"#ModiNiti #OustBJPSaveIndia এবার বলুন তো কে "" দেশদ্রোহী ""? @lftfd @CPIM_WESTBENGAL @mishra_surjya @salimdotcomrade @Sujan_Speak https:// twitter.com/TheLallantop/s tatus/1102519892509487104 …",,@lftfd @CPIM_WESTBENGAL @mishra_surjya @salimdotcomrade @Sujan_Speak,#ModiNiti #OustBJPSaveIndia,1.10252396255318E+018,https://twitter.com/CpimSathe/status/1102523962553176065,
0,"কে দেশদ্রোহী , এটা বিচার করবে আমাদের সংবিধান, আমাদের আইন কানুন। এইটুকু জ্ঞান কি পোস্টকর্তাদের নেই?",,,,1.10250537581377E+018,https://twitter.com/FilmmakerSANJIB/status/1102505375813767168,
1,"নুতন চাকরির বিজ্ঞাপন: পোস্ট: সোশ্যাল মিডিয়াতে দেশদ্রোহী খোঁজা, বেতন: যোগ্যতা অনুসারে আগ্রহীরা যোগাযোগ করুন",,,,1.102489475203E+018,https://twitter.com/FilmmakerSANJIB/status/1102489475202998272,
1,"অমিত শাহ:""সার্জিক্যাল স্ট্রাইকে মৃত ২৫০ জঙ্গি"" বায়ুসেনা প্রধান:""মৃত কতজন জানি না।মৃতদেহ গোনা আমাদের কাজ নয়""। দেশদ্রোহী :""দেশের বায়ুসেনা প্রধান যা জানেন না,অমিত শাহ জানলেন কি করে""? ভক্ত:""অমিত শাহ গত জন্মে মহাভারতের সঞ্জয় ছিলেন।সরাসরি যুদ্ধের ধারাবিবরণী দিয়েছিলেন""।",,,,1.10248042953643E+018,https://twitter.com/rup_khn/status/1102480429536432129,
1,বাংলার মুখ্যমন্ত্রীকে এবার ‘ দেশদ্রোহী ’ আখ্যা দিলেন বিজেপি নেত্রী – প্রিয় বন্ধু বাংলা http:// bengali.priyobandhu.com/bengal-cm-mama ta-banerjee-and-bjp-leader/ …,,,,1.10245071229279E+018,https://twitter.com/Sumanmid/status/1102450712292790273,
1,কংগ্রেস মানেই কি দেশদ্রোহী ?? শালা বেজম্নার দল একটা।,,,,1.10244527446582E+018,https://twitter.com/joynarayon/status/1102445274465816580,
1,দেশদ্রোহী দের মত কথা বলছেন দেখছি।,,,,1.10243425308881E+018,https://twitter.com/JoyHOWLADER/status/1102434253088808962,
1,পোস্টটার কমেন্ট সেকশনেই চোখ রাখলে বোঝা যাচ্ছে যে দেশপ্রেম কি চরম পর্যায়ে পৌঁছেছে ... অমর্ত্য সেন থেকে সচিন তেন্দুলকার সবাই এদের চোখে দেশদ্রোহী https://www. facebook.com/10000321165051 0/posts/2067493070034395/ …,,,,1.10242965028915E+018,https://twitter.com/sangbitDatta/status/1102429650289152002,
1,দেখুন ওরা বিজেপির পতাকা নিয়ে কি মিছিল বের করলে? পাকিস্তান মুর্দাবাদের সাথে সাথে #IndianArmy কে স্লোগান দিলো #মুর্দাবাদের । এই আঁটিশেল চাড্ডি #RSS #দেশদ্রোহী #BJP দেশের মধ্যে যাখুশী তাই শুরু করে দিয়েছে। শুরু হোক... https://www. facebook.com/53978246273657 6/posts/2069663146415159/ …,,,#IndianArmy #ম #RSS #দ #BJP,1.10242899991598E+018,https://twitter.com/LaalFouz/status/1102428999915978753,
1,দেখুন ওরা বিজেপির পতাকা নিয়ে কি মিছিল বের করলে? পাকিস্তান মুর্দাবাদের সাথে সাথে #IndianArmy কে স্লোগান দিলো #মুর্দাবাদের । এই আঁটিশেল চাড্ডি #RSS #দেশদ্রোহী #BJP দেশের মধ্যে যাখুশী তাই শুরু করে দিয়েছে। শুরু হোক... https://www. facebook.com/38042963579166 1/posts/567336397100983/ …,,,#IndianArmy #ম #RSS #দ #BJP,1.10242895682791E+018,https://twitter.com/LaalFouz/status/1102428956827910146,
1,দেখুন ওরা বিজেপির পতাকা নিয়ে কি মিছিল বের করলে? পাকিস্তান মুর্দাবাদের সাথে সাথে #IndianArmy কে স্লোগান দিলো #মুর্দাবাদের । এই আঁটিশেল চাড্ডি #RSS #দেশদ্রোহী #BJP দেশের মধ্যে যাখুশী তাই শুরু করে দিয়েছে। শুরু হোক... https://www. facebook.com/22267332792643 0/posts/998903163636772/ …,,,#IndianArmy #ম #RSS #দ #BJP,1.10242873913936E+018,https://twitter.com/LaalFouz/status/1102428739139362816,
1,দেখুন ওরা বিজেপির পতাকা নিয়ে কি মিছিল বের করলে? পাকিস্তান মুর্দাবাদের সাথে সাথে #IndianArmy কে স্লোগান দিলো #মুর্দাবাদের । এই আঁটিশেল চাড্ডি #RSS #দেশদ্রোহী #BJP দেশের মধ্যে যাখুশী তাই শুরু করে দিয়েছে। শুরু হোক এই... https://www. facebook.com/LaalFouz/video s/814108118923768/ …,,,#IndianArmy #ম #RSS #দ #BJP,1.10242832706585E+018,https://twitter.com/LaalFouz/status/1102428327065853953,
1,বাংলার মুখ্যমন্ত্রীকে এবার ' দেশদ্রোহী ' আখ্যা দিলেন বিজেপি নেত্রী http:// bengali.priyobandhu.com/bengal-cm-mama ta-banerjee-and-bjp-leader/ …,,,,1.10241942115744E+018,https://twitter.com/pbmediaofficial/status/1102419421157441537,
0,"#যুদ্ধু_যুদ্ধু একটি নিতান্তই অর্বাচীন, দেশদ্রোহী , ধুমসো, রাজনৈতিক লেখা... চাইলে ধৈর্য ধরে পড়তেও পারেন। ধৈর্য কম হলে শুধু প্রথম অংশটা পড়ে দেখুন।",,,#য,1.10241068932548E+018,https://twitter.com/JAGANNATH1968/status/1102410689325481984,
1,দেখুন আঁটিশেল চাড্ডি দেশদ্রোহী মালগুলো সেনাদের নিয়ে কিরকম রাজনীতি করে ভোট চাইছে https://www. aajkaal.in/news/title/bjp -mp-in-army-s-dress-ok1d …,,,,1.1024081768911E+018,https://twitter.com/LaalFouz/status/1102408176891097091,
0,"দুর্নীতির সঙ্গে বিমান বাংলাদেশ এয়ারলাইনসের কর্মকর্তা, পরিচালক ও মধ্যস্থতাকারী প্রতিষ্ঠান জড়িত। দুদকের অনুসন্ধানে এমন তথ্যই উঠে এসেছে। আর এই রিপোর্ট পড়ে আমার মনে হল বিমান বাংলাদেশ এয়ারলাইনসের কর্মকর্তা , কর্মচারীদের দুর্নীতি না বলে একে দেশদ্রোহী ... https:// shar.es/amcyc7",,,,1.10239822371985E+018,https://twitter.com/therealfighter2/status/1102398223719845888,
0,টাট্টি মা টিম টিম / তাদের মিডিয়াতে পাড়ে ডিম / তাদের চিত্তে গরুর শিং / তারা হামবা হামবা থিং / মোটার কোলে ফেকুর বাসা গোস্বামীর ছা / তেন্ডুলকর ও দেশদ্রোহী ? তাই রে নাইরে না / খোকা বলল বোম ফেলতে / বোম গুনবে কে ? সময়... https://www. facebook.com/1082016980/pos ts/10214032790828794/ …,,,,1.10227895178595E+018,https://twitter.com/debdattatwit/status/1102278951785951232,
1,Army ra to mortei jai tai na? Oder to kaj e pran dewa. Eta r ki amon boro ktha. Onar স্ত্রী দেশদ্রোহী ! Bablu Santra er স্ত্রী ke to galagal koreichen. Ebar Mrs. Ninad er jnno o hoa jak! Ki tai to? https://www. facebook.com/10000133825794 2/posts/2098728946848360/ …,,,,1.10226978397688E+018,https://twitter.com/iamindrad/status/1102269783976878094,
0,"প্রমাণ চাইলেই #দেশদ্রোহী একথা কেউ বলছে না, কিন্তু বুঝতে হবে আমরা কার কাছে কিসের প্রমাণ চাইছি। যারা নিজের জান এর বাজি রেখে আমাদের দেশ কে সুরক্ষা দিচ্ছে তাদের কে সন্দেহ করছি আমরা, আর তাদের মিথ্যে বলে কি লাভ? এই... https://www. facebook.com/10000218798895 3/posts/2126485070767738/ …",,,#দ,1.10226870021911E+018,https://twitter.com/EyeJiban/status/1102268700219113474,
0,"সাবধান, মিডিয়া আপনাকেও দেশদ্রোহী তকমা দিতে পারে... https://www. sangbadpratidin.in/india/social-m edia-warriors-go-to-the-front-wife-of-pilot-killed-in-crash …",,,,1.10225351891477E+018,https://twitter.com/poetprojapoti22/status/1102253518914768896,
1,"লাদেনের মৃতদেহ কেউ দেখেনি কিন্তু আমেরিকার কেউ সার্জিক্যাল স্ট্রাইকের প্রমাণ চায়নি, কারন আমাদের দেশের মত দেশদ্রোহী অন্য দেশে নেই।",,,,1.10223787094381E+018,https://twitter.com/jayantaparbat/status/1102237870943805440,
1,"বিহারে ""দেশপ্রেমিক"" নরেন্দ্র মোদী এবং নীতিশ কুমার নির্বাচনী জনসভায় ব্যস্ত ছিলেন। আসতে পারেননি। তখন বেগুনসরাইয়ে শহীদ পিন্টু কুমার সিং-কে শেষ শ্রদ্ধা জানাচ্ছে "" দেশদ্রোহী "" কানহাইয়া কুমার।",,,,1.1022247198505E+018,https://twitter.com/rohitkrmajumder/status/1102224719850496000,
1,"শহীদ CRPF ইন্সপেক্টর পিন্টু সিং। একদিকে "" দেশদ্রোহী "" কানাইয়া কুমার শহীদ পিন্টু সিংকে শ্রদ্ধাঞ্জলি দিচ্ছেন অপরদিকে দেশের প্রধানমন্ত্রী মোদি ও বিহারের মুখ্যমন্ত্রী নীতিশ ভোট ভিক্ষায় ব্যস্ত! আশ্চর্যের বিষয় সভাস্থল থেকে শহীদের বাসস্থান খুব নিকটেই। তারপরও কেউ হাজির নেই! pic.twitter.com/Td6GVk6LK5",,,,1.10221255458617E+018,https://twitter.com/NasimNasimul/status/1102212554586173440,
1,"বিহারের ছেলে CRPF ইন্সপেক্টর পিন্টু সিং একদিকে "" দেশদ্রোহী "" কানাইয়া কুমার শহীদ পিন্টু সিংকে শ্রদ্ধাঞ্জলি দিচ্ছেন অপরদিকে দেশের প্রধানমন্ত্রী মোদি ও বিহারের মুখ্যমন্ত্রী নীতিশ ভোট ভিক্ষায় ব্যস্ত! আশ্চর্যের বিষয় সভাস্থল থেকে শহীদের বাসস্থান খুব নিকটেই। তারপরও কেউ হাজির নেই! pic.twitter.com/WKkHM3SHBq",,,,1.10221194134948E+018,https://twitter.com/NasimNasimul/status/1102211941349482496,
1,দেশদ্রোহী,,,,1.10218661095787E+018,https://twitter.com/SaikatP90341467/status/1102186610957869057,
1,ভক্তরা কি বলবেন ?চিনে রাখুন নাম মনোজ তিওয়ারি। ভারতীয় বায়ুসেনার ইউনিফর্ম এ বিজেপি র হয়ে ভোট চাইতে বেরিয়েছে। কত টা ত্যাগ পরিশ্রম জীবনঝুঁকি নিলে এই ইউনিফর্ম পরার যোগ্যতা আসে সেটা একজন সেনাবাহিনী জানে। সেটাকে অপমান করার অধিকার এই দেশদ্রোহী জানোয়ার গুলো কে দিলো ? pic.twitter.com/son79uRtVD,,,,1.10216449317226E+018,https://twitter.com/iamSudiptoghosh/status/1102164493172260865,
1,সেদিন ইংরেজরা সাভারকারের মুচলেকা নিয়েছিল। আর স্বাধীনতা সংগ্রামী বীর কমিউনিস্টের মাথার দাম বেধে দিয়েছিল। ইতিহাস সাক্ষী আছে। কারা দেশদ্রোহী আর কারা দেশপ্রেমিক।। pic.twitter.com/5kodz3Sx6Z,,,,1.10215783719347E+018,https://twitter.com/kaustav7947/status/1102157837193469952,
1,"প্রশ্ন করোন, করলেই তুমি দেশদ্রোহী ।।",,,,1.1021255217381E+018,https://twitter.com/KUNTALD45899346/status/1102125521738100737,
1,CPIM মাত্রই দেশদ্রোহী,,,,1.10211891464804E+018,https://twitter.com/NSamadda/status/1102118914648039424,
1,"লাদেনের মৃতদেহ কেউ দেখেনি কিন্তু আমেরিকার কেউ সার্জিক্যাল স্ট্রাইকের প্রমাণ চায়নি, কারন আমাদের দেশের মত দেশদ্রোহী অন্য দেশে নেই।",,,,1.102105067187E+018,https://twitter.com/suvendusarkar5/status/1102105067186995200,
1,এর পোষ্ট গুলো পড়ে দেখলে বোঝা যায় বামপন্থী রা কি জাতীয় দেশদ্রোহী এবং ভারতের বুকে সবচেয়ে বড় নেমকহারাম শত্রু এরাই।। এর প্রফাইল ঘেটে দেখুন।। https:// m.facebook.com/susnata.das1?f ref=nf&ref=m_notif&notif_t=comment_mention … https://www. facebook.com/story.php?stor y_fbid=10213575219722481&id=1462404365 …,,,,1.10205060658232E+018,https://twitter.com/SIDDHARTHAMUKHE/status/1102050606582321153,
1,আটকুড়ি দেশদ্রোহী আগেই বলেছিলাম। https://www. facebook.com/10000517759048 9/posts/1209845945864647/ …,,,,1.10200148040238E+018,https://twitter.com/220ANGSHUMAN/status/1102001480402378752,
1,"দেশদ্রোহী দেখেছি অনেক, কিন্তু দেশদ্রোহীনী এই প্রথম দেখলাম ।।",,,,1.101904751959E+018,https://twitter.com/kamal24x7/status/1101904751958999041,
0,"""আমি কি দেশদ্রোহী বলছ যখন তাই দেশ কাকে বলে তুমি ভাল জানো আমার তোমাকে চাই।।"" (কবির সুমন)",,,,1.10189246084905E+018,https://twitter.com/DeveloperBD/status/1101892460849049600,
1,‘ দেশদ্রোহী ’ তকমা ঘোচাতে সাইবার অস্ত্রই হাতিয়ার মমতার https:// kolkata24x7.com/mamatas-cyber- team-says-no-casualties-in-pak-after-the-strike.html … #AirStrikes #CyberCell #Kolkata #MamataBanerjee #TMC pic.twitter.com/EE2BzLiSud,,,#AirStrikes #CyberCell #Kolkata #MamataBanerjee #TMC,1.10183672651379E+018,https://twitter.com/kolkata24x7/status/1101836726513786884,
1,এরা ভারতের সবথেকে বড়ো দেশদ্রোহী যাদের লাথি মেরে দেশ থেকে বের করে দেওয়া উচিৎ...! pic.twitter.com/TwVj8OPmIG,,,,1.10182451880322E+018,https://twitter.com/THEUPDATENEWS19/status/1101824518803222529,
0,"""আমি কি দেশদ্রোহী বলছ যখন তাই দেশ কাকে বলে তুমি ভাল জানো আমার তোমাকে চাই।।"";;;;""1101811221274263552",https://twitter.com/ShimulMahmood/status/1101811221274263552,,,,,
0,আমি কি দেশদ্রোহী বলছ যখন তাই দেশ কাকে বলে তুমি ভাল জানো আমার তোমাকে চাই।। https://www. facebook.com/story.php?stor y_fbid=10220031747490554&id=1429807497 …,,,,1.10180926945065E+018,https://twitter.com/ShimulMahmood/status/1101809269450645505,
1,মুখ্যমন্ত্রী মমতার মন্তব্য কে পাকিস্তান ভারতের বিরুদ্ধে হাতিয়ার করল! মমতা যে দেশদ্রোহী আবার প্রমাণিত হলো ..? ভারতীয় বায়ুসেনার সার্জিক্যাল স্ট্রাইক কে তিনি বিশ্বাস করেন নি! তিনি বলেছিলেন আদৌ কি এই সার্জিক্যাল স্ট্রাইক হয়েছে! https://www. facebook.com/NeedBjp/videos /1179735228861871/ …,,,,1.10180909295439E+018,https://twitter.com/Bengal_namo/status/1101809092954390528,
1,বিজেপি আঁটিশেল চাড্ডি দেখলেই একগ্লাস গোমূত্র শ্রদ্ধার সাথে খাওয়াবেন। না খেলে জোর করে গলায় পা দিয়ে খাওয়াবেন। তার পর ঐ দেশদ্রোহী কে জিগেস করুন সেনাবাহিনী নিয়ে কেন হারামজাদা গুলো ভোটের রাজনীতি করছে। যেমন মুদি তেমন তার চামচা। পুরোপুরি গল্প দিয়ে দিলো!... https:// thewall.in/news-national- bjp-mp-says-we-didnt-want-any-damage-in-balakot/ …,,,,1.10180132941495E+018,https://twitter.com/LaalFouz/status/1101801329414950918,
1,ইনিও দেশদ্রোহী .. https://www. facebook.com/10000007372058 2/posts/2362276000451501/ …,,,,1.10180077608152E+018,https://twitter.com/Hanchcho/status/1101800776081518592,
0,তাহলে কি ভারতীয় সুপ্রিম কোর্টের বিচারপতি দেশদ্রোহী হয়ে গেলেন ??? ঊনি যে পাক মন্ত্রী ইমরান খানের প্রশংসা করলেন। https://www. jugantor.com/international/ 149868/%E0%A6%87%E0%A6%AE%E0%A6%B0%E0%A6%BE%E0%A6%A8-%E0%A6%96%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A7%8B%E0%A6%9A%E0%A6%95-%E0%A6%9B%E0%A6%BF%E0%A6%B2%E0%A6%BE%E0%A6%AE-%E0%A6%8F%E0%A6%AC%E0%A6%BE%E0%A6%B0-%E0%A6%AD%E0%A6%95%E0%A7%8D%E0%A6%A4-%E0%A6%B9%E0%A7%9F%E0%A7%87-%E0%A6%97%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%AE-%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A6%A4%E0%A7%80%E0%A7%9F-%E0%A6%AC%E0%A6%BF%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A6%AA%E0%A6%A4%E0%A6%BF …,,,,1.10179921333838E+018,https://twitter.com/samsujjaman358/status/1101799213338378241,
0,আজকাল মার্কিন পত্রিকা গুলো দেশদ্রোহী হয়ে উঠছে।,,,,1.10178691042118E+018,https://twitter.com/LaalFouz/status/1101786910421184512,
1,কোন প্রশ্ন নয়। প্রশ্ন করেলেই তুমি দেশদ্রোহী । No Question. If you ask then you are Antinational...... pic.twitter.com/A4hwYpr7aE,,,,1.10178681152791E+018,https://twitter.com/kaustav7947/status/1101786811527913473,
1,পুলওয়ামা কাণ্ডের পর এক দেশদ্রোহী কে উচিত শিক্ষা দিলো ভারত বাসি https:// youtu.be/pwjH9VT26_E pic.twitter.com/8mDoAHKcPd,,,,1.10177047375353E+018,https://twitter.com/debabratabank/status/1101770473753534464,
1,দেশদ্রোহী মূলক কথা পোস্ট তাই স্থানীয় মানুষ দিল উচিত শিক্ষা । দেখুন ভিডিও https:// youtu.be/lQLcZPpRzxc pic.twitter.com/peS2dKYVZ6,,,,1.10177045914469E+018,https://twitter.com/debabratabank/status/1101770459144691712,
1,Liked on YouTube: পুলওয়ামা কাণ্ডের পর এক দেশদ্রোহী কে উচিত শিক্ষা দিলো ভারত বাসি https:// youtu.be/pwjH9VT26_E pic.twitter.com/6joYNixvDP,,,,1.10176977426099E+018,https://twitter.com/debabratabank/status/1101769774260994048,
1,Liked on YouTube: দেশদ্রোহী মূলক কথা পোস্ট তাই স্থানীয় মানুষ দিল উচিত শিক্ষা । দেখুন ভিডিও https:// youtu.be/lQLcZPpRzxc pic.twitter.com/5lEVFpMHkY,,,,1.10176974611728E+018,https://twitter.com/debabratabank/status/1101769746117283840,
1,on @YouTube : পুলওয়ামা কাণ্ডের পর এক দেশদ্রোহী কে উচিত শিক্ষা দিলো ভারত বাসি https:// youtu.be/pwjH9VT26_E,,@YouTube,,1.10175357772129E+018,https://twitter.com/debabratabank/status/1101753577721286657,
1,on @YouTube : দেশদ্রোহী মূলক কথা পোস্ট তাই স্থানীয় মানুষ দিল উচিত শিক্ষা । দেখুন ভিডিও https:// youtu.be/lQLcZPpRzxc,,@YouTube,,1.10175357573734E+018,https://twitter.com/debabratabank/status/1101753575737344000,
1,"ঠিক বলেছেন দিদি,ভোটের সময় যুদ্ধ যুদ্ধ মারাতে এসেছো আর সেনাদের নিয়ে রাজনীতি করা।শালা আসল দেশদ্রোহী তোরাই",,,,1.10175116895333E+018,https://twitter.com/AmitNaiyaTMC/status/1101751168953331712,
1,গৈরিক শিবিরের সক্রিয় কর্মী পাকিস্তানের গুপ্তচর: দেশভক্ত নাকি দেশদ্রোহী বিজেপির আইটি সেলের একজন অত্যন্ত সক্রিয় সদস্য হিসাবে। সেই ধ্রুব সাক্সেনাকেই পাক গুপ্তচর সংস্থা আইএসআইয়ের চর অভিযোগে গ্রেফতার করেছিল মধ্যপ্রদেশ পুলিশের অ্যান্টি টেররিস্ট সেল বা এটিএস। http:// bit.ly/2GxZgzX pic.twitter.com/yGBflF9ah7,,,,1.10174578231351E+018,https://twitter.com/BestBengal1/status/1101745782313508864,
0,আজ ২ রা মার্চ। ১৯৭১ সালের আজকের এই দিনে ঢাকা বিশ্ববিদ্যালয়ের বট তলায় প্রথম স্বাধীনতার বাংলাদেশের পতাকা উত্তলন করেন তৎকালীন ডাকসু ভিপি আ স ম আব্দুর রব। এই পতাকা উত্তলনে দায়ে তৎকালীন আইয়ুব খান রবকে দেশদ্রোহী ... https://www. facebook.com/22338293106607 8/posts/2582663915137956/ …,,,,1.10173597791837E+018,https://twitter.com/AuniketFaisal/status/1101735977918365696,
0,লি বলবেন! যারা আগে প্রশ্ন তুলেছিল তারা দেশদ্রোহী আখ্যা পেয়েছিল। আজ রিপোর্ট সামনে আসছে। https://www. anandabazar.com/international/ speculations-intensifying-on-iaf-s-bombardment-in-balakot-1.960422?utm_source=facebook&utm_medium=social&utm_campaign=daily …,,,,1.10172300383299E+018,https://twitter.com/sanawazali/status/1101723003832991745,
1,"এই গুলোই তো আসল দেশদ্রোহী , তাহলে তারা তো বলবেই।। https:// bangla.indiarag.com/Bengali-News/c ongress-with-traitor/ …",,,,1.10171710260659E+018,https://twitter.com/Santanurc1958/status/1101717102606594048,
